person_id,age,gender,education,primary_news_source,media_trust,daily_media_min,willing_to_pay
5185,28,muški,magistar/doktor,društvene mreže,1,76,0
5186,45,ženski,viša/prvostupnik,društvene mreže,3,168,0
5187,37,ženski,srednja,društvene mreže,6,61,0
5188,68,muški,srednja,tisak,6,249,0
5189,65,ženski,osnovna,TV,4,249,0
5190,45,muški,srednja,društvene mreže,3,173,40
5191,71,muški,osnovna,portal,6,183,0
5192,29,ženski,srednja,društvene mreže,7,131,11
5193,19,ženski,viša/prvostupnik,portal,3,201,0
5194,19,muški,viša/prvostupnik,društvene mreže,1,211,0
5195,20,ženski,srednja,portal,7,247,25
5196,19,ženski,viša/prvostupnik,društvene mreže,4,130,0
5197,77,ženski,srednja,TV,2,10,0
5198,25,ženski,magistar/doktor,tisak,5,184,0
5199,60,ženski,srednja,TV,5,321,19
5200,41,ženski,viša/prvostupnik,TV,4,14,0
5201,31,ženski,magistar/doktor,TV,5,40,74
5202,27,ženski,srednja,portal,10,150,0
5203,30,muški,magistar/doktor,portal,6,103,0
5204,44,muški,magistar/doktor,TV,5,208,61
5205,22,ženski,srednja,portal,3,210,0
5206,50,muški,magistar/doktor,društvene mreže,3,155,58
5207,64,ženski,srednja,TV,5,238,0
5208,76,muški,srednja,radio,4,190,0
5209,69,ženski,srednja,TV,7,75,0
5210,38,muški,viša/prvostupnik,društvene mreže,4,107,0
5211,32,muški,viša/prvostupnik,portal,7,26,30
5212,25,muški,viša/prvostupnik,portal,6,228,0
5213,20,muški,srednja,društvene mreže,4,173,0
5214,41,muški,viša/prvostupnik,portal,4,177,0
5215,54,muški,srednja,tisak,4,201,0
5216,74,muški,srednja,TV,3,155,0
5217,27,ženski,srednja,portal,5,233,0
5218,79,muški,osnovna,portal,2,153,0
5219,54,ženski,srednja,društvene mreže,4,148,0
5220,41,muški,viša/prvostupnik,društvene mreže,1,172,0
5221,37,muški,srednja,TV,5,69,0
5222,78,muški,srednja,TV,6,164,0
5223,40,muški,srednja,društvene mreže,3,123,11
5224,40,ženski,viša/prvostupnik,portal,5,106,41
5225,46,ženski,srednja,TV,5,113,23
5226,59,muški,viša/prvostupnik,radio,5,177,0
5227,39,muški,viša/prvostupnik,portal,7,143,0
5228,53,ženski,magistar/doktor,radio,7,56,0
5229,46,ženski,viša/prvostupnik,TV,5,227,0
5230,38,ženski,srednja,tisak,5,184,0
5231,71,ženski,osnovna,tisak,5,168,0
5232,32,ženski,srednja,TV,7,104,0
5233,30,muški,viša/prvostupnik,TV,6,223,0
5234,37,muški,srednja,portal,3,308,0
5235,47,muški,viša/prvostupnik,radio,7,145,0
5236,43,ženski,magistar/doktor,portal,5,145,69
5237,42,muški,magistar/doktor,društvene mreže,4,225,0
5238,56,muški,srednja,portal,4,227,0
5239,55,muški,osnovna,portal,2,148,36
5240,63,ženski,viša/prvostupnik,tisak,1,244,0
5241,57,muški,srednja,TV,4,148,0
5242,38,muški,osnovna,portal,7,206,0
5243,35,ženski,osnovna,društvene mreže,4,149,0
5244,18,muški,viša/prvostupnik,portal,7,184,45
5245,72,ženski,osnovna,TV,6,274,0
5246,28,muški,viša/prvostupnik,društvene mreže,2,97,0
5247,36,ženski,magistar/doktor,radio,3,106,0
5248,48,muški,srednja,TV,7,128,35
5249,39,muški,viša/prvostupnik,društvene mreže,5,204,26
5250,26,muški,viša/prvostupnik,portal,5,194,0
5251,62,muški,osnovna,portal,6,199,17
5252,23,ženski,viša/prvostupnik,portal,5,255,0
5253,34,ženski,srednja,društvene mreže,2,209,48
5254,73,ženski,srednja,TV,5,151,0
5255,20,ženski,srednja,društvene mreže,5,103,0
5256,27,ženski,viša/prvostupnik,radio,6,191,0
5257,32,muški,srednja,portal,2,80,0
5258,76,muški,srednja,TV,7,118,0
5259,45,ženski,magistar/doktor,TV,3,171,20
5260,29,ženski,viša/prvostupnik,društvene mreže,6,235,0
5261,32,ženski,viša/prvostupnik,portal,9,184,27
5262,62,muški,srednja,društvene mreže,3,203,0
5263,61,ženski,osnovna,tisak,8,240,0
5264,48,ženski,magistar/doktor,portal,5,142,0
5265,57,ženski,srednja,radio,7,181,0
5266,28,muški,viša/prvostupnik,portal,7,196,0
5267,66,ženski,osnovna,tisak,5,191,0
5268,61,ženski,viša/prvostupnik,TV,9,173,24
5269,43,muški,viša/prvostupnik,tisak,3,130,0
5270,23,ženski,srednja,društvene mreže,1,105,30
5271,60,ženski,viša/prvostupnik,TV,5,206,59
5272,52,muški,srednja,društvene mreže,6,192,0
5273,27,muški,srednja,portal,5,129,0
5274,20,muški,srednja,društvene mreže,4,250,0
5275,39,muški,magistar/doktor,radio,3,83,79
5276,18,muški,viša/prvostupnik,TV,6,317,10
5277,33,muški,magistar/doktor,portal,7,100,0
5278,46,muški,srednja,portal,4,195,0
5279,67,muški,srednja,TV,3,150,0
5280,43,ženski,srednja,društvene mreže,5,188,0
5281,18,ženski,srednja,društvene mreže,5,124,0
5282,32,muški,viša/prvostupnik,portal,4,156,41
5283,25,ženski,srednja,društvene mreže,4,143,12
5284,68,ženski,srednja,radio,5,326,0
5285,42,muški,srednja,društvene mreže,5,155,0
5286,32,muški,srednja,društvene mreže,4,186,0
5287,47,ženski,viša/prvostupnik,TV,6,184,0
5288,72,ženski,osnovna,TV,8,189,0
5289,40,muški,viša/prvostupnik,društvene mreže,3,244,0
5290,53,muški,viša/prvostupnik,portal,3,211,33
5291,19,ženski,viša/prvostupnik,TV,4,112,0
5292,44,muški,srednja,društvene mreže,3,186,0
5293,32,ženski,srednja,tisak,5,216,0
5294,38,ženski,viša/prvostupnik,društvene mreže,4,136,0
5295,21,muški,srednja,portal,6,151,0
5296,76,muški,srednja,TV,2,156,0
5297,38,muški,srednja,tisak,6,143,0
5298,71,ženski,srednja,društvene mreže,1,207,0
5299,45,ženski,magistar/doktor,radio,7,224,0
5300,31,ženski,magistar/doktor,tisak,6,160,0
5301,38,ženski,magistar/doktor,TV,7,79,39
5302,50,ženski,srednja,TV,7,209,0
5303,35,muški,magistar/doktor,TV,3,163,0
5304,64,muški,srednja,TV,5,288,12
5305,40,ženski,viša/prvostupnik,društvene mreže,3,211,0
5306,63,ženski,srednja,TV,5,190,0
5307,39,muški,srednja,TV,10,144,0
5308,21,ženski,srednja,društvene mreže,2,153,0
5309,55,muški,viša/prvostupnik,društvene mreže,4,112,0
5310,34,ženski,srednja,društvene mreže,3,94,0
5311,58,muški,viša/prvostupnik,društvene mreže,4,214,0
5312,68,ženski,osnovna,radio,5,194,0
5313,44,muški,srednja,portal,5,149,0
5314,45,ženski,magistar/doktor,portal,2,99,0
5315,18,muški,srednja,portal,7,242,0
5316,18,ženski,viša/prvostupnik,portal,5,226,0
5317,33,muški,srednja,društvene mreže,3,98,0
5318,20,ženski,srednja,društvene mreže,6,158,0
5319,20,ženski,srednja,tisak,7,272,0
5320,57,ženski,srednja,portal,7,192,0
5321,43,muški,magistar/doktor,TV,6,104,0
5322,40,ženski,viša/prvostupnik,društvene mreže,3,162,47
5323,57,ženski,srednja,radio,7,192,22
5324,36,muški,magistar/doktor,portal,4,140,68
5325,20,ženski,srednja,portal,4,128,0
5326,60,muški,srednja,TV,3,105,45
5327,57,ženski,srednja,tisak,3,269,46
5328,22,muški,srednja,društvene mreže,1,260,12
5329,61,muški,osnovna,portal,4,32,0
5330,53,muški,srednja,portal,4,242,0
5331,31,ženski,viša/prvostupnik,TV,7,139,42
5332,22,ženski,viša/prvostupnik,društvene mreže,4,147,49
5333,33,ženski,magistar/doktor,društvene mreže,4,72,0
5334,58,muški,magistar/doktor,portal,5,267,65
5335,40,ženski,viša/prvostupnik,društvene mreže,3,185,48
5336,51,ženski,viša/prvostupnik,društvene mreže,6,193,0
5337,26,muški,magistar/doktor,društvene mreže,2,138,0
5338,40,ženski,viša/prvostupnik,društvene mreže,1,177,0
5339,25,muški,srednja,portal,6,190,0
5340,25,muški,viša/prvostupnik,portal,4,214,0
5341,28,muški,srednja,radio,9,186,0
5342,56,ženski,magistar/doktor,društvene mreže,2,126,0
5343,33,muški,viša/prvostupnik,radio,5,157,55
5344,35,muški,srednja,radio,3,175,0
5345,51,muški,viša/prvostupnik,radio,5,208,35
5346,50,ženski,srednja,tisak,8,184,0
5347,29,muški,magistar/doktor,portal,6,91,54
5348,32,ženski,viša/prvostupnik,društvene mreže,6,148,0
5349,37,ženski,srednja,društvene mreže,1,182,0
5350,57,ženski,srednja,portal,3,220,0
5351,49,muški,magistar/doktor,društvene mreže,5,97,28
5352,22,ženski,magistar/doktor,portal,4,222,0
5353,75,muški,viša/prvostupnik,portal,7,246,0
5354,25,muški,viša/prvostupnik,portal,4,237,12
5355,30,muški,viša/prvostupnik,TV,3,141,0
5356,29,muški,viša/prvostupnik,TV,7,121,34
5357,27,ženski,srednja,radio,3,174,0
5358,72,muški,magistar/doktor,TV,7,300,51
5359,44,muški,magistar/doktor,TV,7,184,61
5360,49,muški,srednja,društvene mreže,3,152,0
5361,53,muški,viša/prvostupnik,TV,8,159,45
5362,60,muški,srednja,portal,4,278,0
5363,79,muški,viša/prvostupnik,radio,6,292,0
5364,65,muški,srednja,tisak,7,263,0
5365,27,ženski,viša/prvostupnik,društvene mreže,3,102,76
5366,19,muški,viša/prvostupnik,društvene mreže,5,250,0
5367,37,ženski,viša/prvostupnik,TV,5,231,0
5368,36,muški,srednja,društvene mreže,5,204,49
5369,39,ženski,srednja,društvene mreže,4,180,0
5370,21,muški,magistar/doktor,društvene mreže,3,183,0
5371,42,ženski,viša/prvostupnik,društvene mreže,3,150,0
5372,38,muški,srednja,radio,7,171,0
5373,50,muški,srednja,TV,8,194,35
5374,56,muški,srednja,TV,3,183,0
5375,60,ženski,viša/prvostupnik,TV,6,174,74
5376,62,muški,viša/prvostupnik,tisak,5,60,25
5377,20,ženski,viša/prvostupnik,društvene mreže,3,169,0
5378,35,ženski,viša/prvostupnik,portal,9,132,71
5379,49,muški,srednja,TV,5,163,0
5380,19,muški,srednja,društvene mreže,2,188,0
5381,59,muški,magistar/doktor,portal,5,207,0
5382,37,muški,magistar/doktor,portal,4,100,0
5383,60,ženski,viša/prvostupnik,TV,10,204,0
5384,34,muški,viša/prvostupnik,društvene mreže,5,102,0
5385,19,ženski,srednja,radio,5,314,0
5386,27,ženski,viša/prvostupnik,društvene mreže,4,117,0
5387,24,muški,srednja,radio,9,100,0
5388,35,muški,magistar/doktor,društvene mreže,5,142,0
5389,80,muški,srednja,tisak,6,323,0
5390,61,muški,viša/prvostupnik,TV,3,95,0
5391,32,muški,osnovna,portal,7,170,0
5392,73,ženski,srednja,radio,6,203,0
5393,47,ženski,magistar/doktor,portal,6,136,78
5394,45,ženski,srednja,portal,4,138,0
5395,47,ženski,magistar/doktor,društvene mreže,1,107,0
5396,30,ženski,magistar/doktor,portal,4,38,0
5397,38,ženski,magistar/doktor,TV,4,132,0
5398,25,muški,viša/prvostupnik,društvene mreže,1,169,0
5399,47,muški,srednja,portal,5,267,0
5400,66,ženski,srednja,TV,5,295,0
5401,32,ženski,viša/prvostupnik,TV,5,142,0
5402,30,ženski,viša/prvostupnik,društvene mreže,2,82,0
5403,47,muški,magistar/doktor,TV,4,146,0
5404,38,ženski,srednja,TV,1,102,50
5405,24,ženski,srednja,društvene mreže,5,124,0
5406,58,ženski,viša/prvostupnik,TV,7,197,0
5407,48,ženski,srednja,TV,6,145,0
5408,35,ženski,magistar/doktor,portal,1,201,47
5409,62,muški,srednja,tisak,5,180,0
5410,49,muški,viša/prvostupnik,portal,8,215,70
5411,68,muški,srednja,radio,7,189,0
5412,21,ženski,srednja,društvene mreže,4,209,0
5413,50,ženski,viša/prvostupnik,TV,7,130,55
5414,21,muški,srednja,društvene mreže,4,222,0
5415,53,muški,osnovna,portal,6,168,30
5416,19,ženski,srednja,portal,7,153,0
5417,58,ženski,srednja,društvene mreže,1,157,21
5418,20,ženski,srednja,radio,7,162,0
5419,51,muški,viša/prvostupnik,TV,5,271,53
5420,33,muški,viša/prvostupnik,TV,6,106,0
5421,51,muški,srednja,portal,5,175,0
5422,32,muški,srednja,TV,5,153,0
5423,65,ženski,srednja,portal,6,154,0
5424,48,ženski,srednja,portal,6,113,10
5425,38,ženski,magistar/doktor,portal,4,201,0
5426,34,muški,srednja,društvene mreže,6,168,0
5427,52,ženski,viša/prvostupnik,portal,3,196,55
5428,30,ženski,viša/prvostupnik,društvene mreže,5,182,59
5429,58,ženski,magistar/doktor,TV,7,323,0
5430,29,muški,srednja,portal,3,133,0
5431,52,ženski,srednja,TV,4,274,0
5432,24,ženski,srednja,portal,3,173,0
5433,22,ženski,viša/prvostupnik,portal,3,224,0
5434,35,ženski,srednja,društvene mreže,1,57,0
5435,23,muški,srednja,portal,5,113,0
5436,25,muški,viša/prvostupnik,tisak,4,124,0
5437,64,ženski,srednja,tisak,2,139,0
5438,52,ženski,magistar/doktor,TV,6,10,0
5439,36,ženski,srednja,TV,6,137,0
5440,57,ženski,srednja,radio,5,135,0
5441,21,ženski,viša/prvostupnik,društvene mreže,2,163,0
5442,43,ženski,viša/prvostupnik,društvene mreže,5,71,80
5443,19,ženski,viša/prvostupnik,portal,5,118,0
5444,21,muški,srednja,društvene mreže,6,234,0
5445,29,muški,viša/prvostupnik,portal,5,189,0
5446,77,muški,viša/prvostupnik,društvene mreže,7,200,0
5447,45,muški,srednja,radio,5,80,0
5448,35,ženski,viša/prvostupnik,društvene mreže,2,215,0
5449,58,muški,srednja,TV,7,179,0
5450,49,ženski,viša/prvostupnik,tisak,3,167,31
5451,41,ženski,srednja,tisak,6,178,0
5452,55,muški,srednja,tisak,6,240,0
5453,24,ženski,srednja,društvene mreže,5,95,46
5454,35,muški,viša/prvostupnik,društvene mreže,5,167,0
5455,54,ženski,viša/prvostupnik,društvene mreže,3,182,0
5456,55,ženski,osnovna,tisak,5,104,0
5457,55,muški,viša/prvostupnik,radio,7,95,33
5458,34,muški,srednja,TV,5,177,0
5459,80,muški,magistar/doktor,radio,7,210,0
5460,69,muški,srednja,radio,7,48,11
5461,25,ženski,viša/prvostupnik,TV,3,184,0
5462,79,muški,srednja,portal,7,148,0
5463,20,ženski,viša/prvostupnik,portal,4,129,0
5464,32,muški,osnovna,portal,1,242,31
5465,34,muški,magistar/doktor,portal,7,135,0
5466,22,ženski,srednja,TV,9,72,0
5467,50,muški,viša/prvostupnik,portal,5,322,49
5468,19,ženski,viša/prvostupnik,tisak,5,329,0
5469,68,ženski,viša/prvostupnik,TV,4,205,0
5470,52,muški,viša/prvostupnik,društvene mreže,3,255,0
5471,20,ženski,srednja,društvene mreže,1,115,43
5472,54,ženski,viša/prvostupnik,društvene mreže,5,240,0
5473,24,muški,magistar/doktor,portal,6,96,0
5474,26,muški,viša/prvostupnik,tisak,6,126,0
5475,30,muški,magistar/doktor,društvene mreže,2,112,76
5476,46,muški,magistar/doktor,TV,8,141,0
5477,45,muški,srednja,tisak,3,242,0
5478,48,ženski,srednja,tisak,4,184,0
5479,43,muški,viša/prvostupnik,društvene mreže,4,114,0
5480,78,ženski,viša/prvostupnik,TV,3,293,0
5481,28,ženski,srednja,društvene mreže,4,142,0
5482,29,ženski,viša/prvostupnik,društvene mreže,5,169,0
5483,44,muški,magistar/doktor,društvene mreže,6,51,0
5484,72,muški,srednja,tisak,4,94,0
5485,43,ženski,magistar/doktor,portal,5,85,0
5486,55,ženski,viša/prvostupnik,tisak,2,106,0
5487,59,muški,magistar/doktor,TV,5,107,36
5488,38,ženski,magistar/doktor,tisak,6,181,0
5489,27,muški,srednja,društvene mreže,2,240,0
5490,39,ženski,osnovna,društvene mreže,5,91,0
5491,68,muški,srednja,tisak,6,69,0
5492,20,ženski,srednja,društvene mreže,4,120,0
5493,20,ženski,srednja,društvene mreže,2,221,27
5494,21,ženski,viša/prvostupnik,portal,7,203,0
5495,29,muški,viša/prvostupnik,društvene mreže,2,321,34
5496,21,muški,viša/prvostupnik,društvene mreže,3,96,0
5497,68,ženski,magistar/doktor,društvene mreže,2,123,0
5498,18,ženski,viša/prvostupnik,društvene mreže,9,139,34
5499,31,ženski,srednja,portal,1,211,0
5500,39,muški,magistar/doktor,portal,6,161,75
5501,54,ženski,srednja,društvene mreže,2,199,29
5502,66,muški,srednja,tisak,5,275,50
5503,18,muški,srednja,tisak,5,148,49
5504,65,muški,srednja,TV,5,127,0
5505,25,muški,srednja,TV,8,140,0
5506,63,ženski,srednja,TV,7,255,0
5507,51,muški,magistar/doktor,TV,7,208,0
5508,57,ženski,osnovna,TV,5,223,14
5509,78,muški,viša/prvostupnik,radio,6,376,0
5510,33,muški,viša/prvostupnik,tisak,6,145,0
5511,74,ženski,magistar/doktor,TV,7,296,53
5512,40,ženski,magistar/doktor,TV,4,178,0
5513,76,ženski,osnovna,tisak,4,159,0
5514,70,muški,osnovna,TV,10,140,0
5515,18,muški,srednja,društvene mreže,5,245,0
5516,19,muški,srednja,društvene mreže,2,211,23
5517,75,ženski,srednja,portal,5,108,0
5518,40,muški,osnovna,društvene mreže,3,181,32
5519,53,muški,srednja,tisak,7,216,0
5520,39,muški,viša/prvostupnik,portal,3,85,0
5521,22,ženski,srednja,radio,6,155,42
5522,25,muški,magistar/doktor,društvene mreže,5,224,0
5523,33,muški,viša/prvostupnik,portal,6,126,0
5524,64,muški,viša/prvostupnik,TV,5,103,80
5525,20,ženski,srednja,društvene mreže,3,236,0
5526,32,ženski,osnovna,portal,2,146,0
5527,27,muški,viša/prvostupnik,portal,5,24,0
5528,38,muški,srednja,portal,7,255,0
5529,39,ženski,srednja,društvene mreže,2,201,0
5530,71,ženski,magistar/doktor,TV,7,215,0
5531,59,muški,osnovna,društvene mreže,1,217,0
5532,35,ženski,magistar/doktor,portal,6,180,48
5533,22,muški,srednja,društvene mreže,2,175,0
5534,50,muški,viša/prvostupnik,portal,7,97,0
5535,22,ženski,viša/prvostupnik,portal,2,117,10
5536,46,muški,srednja,portal,8,153,0
5537,34,ženski,magistar/doktor,društvene mreže,7,159,0
5538,35,muški,viša/prvostupnik,TV,5,102,20
5539,69,ženski,viša/prvostupnik,TV,10,184,41
5540,62,muški,srednja,TV,7,229,40
5541,39,ženski,srednja,tisak,5,121,0
5542,58,ženski,srednja,portal,6,100,0
5543,65,muški,osnovna,portal,3,214,0
5544,36,muški,srednja,portal,5,34,25
5545,55,muški,srednja,TV,8,244,0
5546,52,ženski,magistar/doktor,društvene mreže,4,124,53
5547,23,muški,srednja,društvene mreže,7,160,0
5548,27,muški,srednja,društvene mreže,5,203,0
5549,64,ženski,srednja,TV,7,186,39
5550,20,ženski,srednja,TV,4,92,0
5551,57,muški,osnovna,društvene mreže,4,216,0
5552,34,muški,viša/prvostupnik,društvene mreže,1,129,67
5553,40,ženski,magistar/doktor,radio,6,121,0
5554,27,ženski,viša/prvostupnik,društvene mreže,1,242,49
5555,25,muški,viša/prvostupnik,društvene mreže,2,192,0
5556,46,ženski,viša/prvostupnik,radio,7,138,27
5557,32,muški,viša/prvostupnik,portal,6,201,54
5558,29,ženski,magistar/doktor,portal,6,247,0
5559,55,muški,srednja,TV,6,126,44
5560,30,ženski,srednja,tisak,10,224,0
5561,41,muški,viša/prvostupnik,društvene mreže,4,152,53
5562,54,muški,osnovna,portal,4,216,0
5563,37,muški,viša/prvostupnik,portal,1,158,0
5564,45,muški,magistar/doktor,portal,3,186,0
5565,36,ženski,osnovna,društvene mreže,4,147,0
5566,53,muški,magistar/doktor,TV,7,224,56
5567,58,ženski,magistar/doktor,TV,6,183,0
5568,51,ženski,srednja,portal,2,230,0
5569,44,muški,magistar/doktor,društvene mreže,2,195,0
5570,69,ženski,osnovna,radio,8,234,0
5571,44,muški,magistar/doktor,radio,9,147,33
5572,26,muški,viša/prvostupnik,TV,3,162,52
5573,31,ženski,magistar/doktor,društvene mreže,5,117,20
5574,31,muški,viša/prvostupnik,portal,5,215,0
5575,20,ženski,viša/prvostupnik,društvene mreže,2,301,0
5576,40,muški,osnovna,TV,5,128,0
5577,26,ženski,srednja,portal,2,93,35
5578,52,muški,srednja,društvene mreže,5,237,39
5579,49,muški,viša/prvostupnik,portal,5,120,36
5580,18,muški,magistar/doktor,tisak,4,176,0
5581,49,muški,srednja,portal,5,14,0
5582,35,ženski,viša/prvostupnik,radio,4,194,43
5583,23,ženski,viša/prvostupnik,društvene mreže,4,328,0
5584,32,ženski,srednja,društvene mreže,2,128,0
5585,23,ženski,srednja,radio,5,169,45
5586,39,ženski,srednja,TV,6,52,0
5587,59,muški,viša/prvostupnik,TV,6,254,0
5588,48,muški,viša/prvostupnik,TV,6,153,33
5589,20,muški,magistar/doktor,tisak,1,128,0
5590,38,muški,magistar/doktor,portal,6,140,72
5591,31,ženski,magistar/doktor,portal,4,132,0
5592,31,ženski,srednja,TV,2,150,0
5593,60,muški,osnovna,TV,9,137,50
5594,31,muški,srednja,portal,2,163,38
5595,21,ženski,srednja,društvene mreže,6,147,48
5596,25,ženski,viša/prvostupnik,društvene mreže,5,203,0
5597,52,muški,magistar/doktor,TV,8,201,0
5598,44,ženski,srednja,portal,6,152,0
5599,58,ženski,magistar/doktor,TV,5,219,0
5600,18,muški,viša/prvostupnik,portal,6,187,0
5601,20,ženski,srednja,portal,4,327,38
5602,50,muški,magistar/doktor,portal,6,281,35
5603,43,ženski,srednja,portal,3,168,0
5604,74,muški,srednja,tisak,4,271,0
5605,51,muški,viša/prvostupnik,portal,4,284,66
5606,39,muški,viša/prvostupnik,radio,4,64,56
5607,29,ženski,osnovna,društvene mreže,3,271,0
5608,41,ženski,viša/prvostupnik,portal,1,181,52
5609,39,muški,srednja,portal,6,85,0
5610,18,ženski,srednja,društvene mreže,3,150,16
5611,44,muški,viša/prvostupnik,portal,5,169,0
5612,34,ženski,viša/prvostupnik,portal,9,163,71
5613,33,muški,viša/prvostupnik,društvene mreže,6,65,0
5614,58,muški,magistar/doktor,TV,3,189,0
5615,42,ženski,srednja,tisak,9,135,0
5616,51,ženski,srednja,društvene mreže,4,288,0
5617,22,ženski,viša/prvostupnik,tisak,8,241,0
5618,35,muški,viša/prvostupnik,društvene mreže,7,85,61
5619,77,muški,viša/prvostupnik,TV,7,305,0
5620,50,ženski,viša/prvostupnik,TV,9,214,0
5621,46,ženski,srednja,radio,6,157,0
5622,38,ženski,srednja,portal,2,82,0
5623,36,muški,viša/prvostupnik,radio,6,106,0
5624,21,muški,srednja,društvene mreže,6,234,15
5625,63,muški,srednja,tisak,7,87,0
5626,55,muški,osnovna,TV,7,146,0
5627,43,ženski,magistar/doktor,društvene mreže,4,188,53
5628,55,muški,osnovna,portal,6,285,0
5629,49,muški,magistar/doktor,radio,4,264,0
5630,31,muški,viša/prvostupnik,portal,8,177,75
5631,78,ženski,srednja,portal,3,161,0
5632,48,muški,srednja,portal,3,105,14
5633,36,muški,srednja,TV,7,72,0
5634,71,muški,viša/prvostupnik,TV,4,165,0
5635,44,ženski,viša/prvostupnik,radio,5,219,0
5636,21,muški,viša/prvostupnik,društvene mreže,1,172,0
5637,39,muški,srednja,portal,2,94,43
5638,48,muški,magistar/doktor,radio,6,237,0
5639,28,muški,srednja,društvene mreže,3,265,0
5640,21,ženski,viša/prvostupnik,portal,5,287,0
5641,19,ženski,viša/prvostupnik,radio,4,176,0
5642,50,muški,srednja,TV,5,240,0
5643,24,ženski,srednja,društvene mreže,1,200,0
5644,72,ženski,osnovna,TV,7,156,44
5645,46,ženski,magistar/doktor,društvene mreže,5,143,0
5646,44,muški,srednja,portal,5,241,27
5647,32,muški,magistar/doktor,TV,7,163,70
5648,52,muški,srednja,portal,8,250,0
5649,56,muški,srednja,radio,8,171,0
5650,55,ženski,srednja,portal,6,210,0
5651,20,muški,srednja,portal,5,250,0
5652,47,ženski,srednja,TV,5,212,0
5653,43,ženski,viša/prvostupnik,društvene mreže,2,228,0
5654,27,muški,viša/prvostupnik,TV,7,175,26
5655,42,muški,magistar/doktor,radio,9,167,47
5656,50,muški,srednja,radio,4,68,0
5657,44,ženski,srednja,društvene mreže,1,97,0
5658,70,ženski,srednja,tisak,3,383,34
5659,54,ženski,magistar/doktor,portal,4,165,0
5660,46,muški,viša/prvostupnik,TV,8,143,0
5661,37,muški,srednja,portal,4,101,33
5662,18,muški,magistar/doktor,društvene mreže,2,101,0
5663,43,muški,srednja,portal,4,43,0
5664,25,muški,magistar/doktor,portal,5,226,0
5665,45,ženski,srednja,TV,7,152,16
5666,61,ženski,srednja,tisak,5,157,0
5667,46,ženski,osnovna,društvene mreže,1,127,21
5668,41,ženski,viša/prvostupnik,portal,4,93,0
5669,55,muški,viša/prvostupnik,portal,5,120,0
5670,61,muški,srednja,radio,6,311,0
5671,35,muški,viša/prvostupnik,radio,6,134,0
5672,36,muški,osnovna,portal,5,144,0
5673,53,ženski,viša/prvostupnik,portal,4,210,71
5674,33,muški,magistar/doktor,TV,7,209,71
5675,21,ženski,srednja,TV,7,70,0
5676,52,muški,srednja,TV,5,241,0
5677,65,ženski,viša/prvostupnik,radio,6,204,79
5678,76,muški,viša/prvostupnik,TV,7,156,0
5679,21,muški,viša/prvostupnik,portal,6,153,0
5680,21,ženski,srednja,društvene mreže,5,182,0
5681,52,ženski,magistar/doktor,radio,6,112,0
5682,71,muški,srednja,TV,6,295,0
5683,21,muški,viša/prvostupnik,portal,4,76,0
5684,51,ženski,srednja,TV,5,171,43
5685,57,ženski,osnovna,TV,8,216,16
5686,62,ženski,viša/prvostupnik,društvene mreže,6,207,34
5687,50,muški,magistar/doktor,TV,5,155,0
5688,59,ženski,srednja,TV,5,195,0
5689,23,ženski,srednja,društvene mreže,4,218,0
5690,70,ženski,srednja,radio,9,252,22
5691,50,ženski,magistar/doktor,radio,6,344,0
5692,56,ženski,srednja,radio,7,234,39
5693,23,ženski,viša/prvostupnik,društvene mreže,4,213,38
5694,51,muški,srednja,TV,5,74,0
5695,20,muški,viša/prvostupnik,društvene mreže,4,257,0
5696,54,ženski,magistar/doktor,TV,5,158,0
5697,35,ženski,srednja,društvene mreže,1,25,0
5698,32,ženski,magistar/doktor,portal,6,159,0
5699,18,muški,magistar/doktor,portal,6,328,0
5700,54,muški,osnovna,portal,1,147,0
5701,45,muški,magistar/doktor,tisak,6,160,52
5702,54,muški,srednja,portal,5,286,0
5703,29,muški,srednja,društvene mreže,2,182,0
5704,79,ženski,viša/prvostupnik,tisak,5,56,52
5705,55,muški,osnovna,TV,5,303,11
5706,64,muški,viša/prvostupnik,TV,7,314,0
5707,19,muški,srednja,društvene mreže,5,84,0
5708,51,ženski,osnovna,TV,4,119,0
5709,36,muški,viša/prvostupnik,društvene mreže,5,97,53
5710,62,muški,osnovna,TV,6,204,13
5711,69,ženski,srednja,TV,4,137,40
5712,79,ženski,srednja,TV,7,87,0
5713,46,ženski,osnovna,društvene mreže,3,221,0
5714,18,ženski,viša/prvostupnik,portal,4,111,0
5715,29,muški,srednja,portal,6,167,0
5716,49,muški,magistar/doktor,društvene mreže,4,183,31
5717,23,muški,srednja,društvene mreže,3,105,0
5718,29,muški,viša/prvostupnik,društvene mreže,2,161,53
5719,49,ženski,srednja,TV,6,240,0
5720,41,muški,magistar/doktor,portal,4,109,0
5721,70,muški,srednja,portal,4,287,0
5722,42,muški,viša/prvostupnik,društvene mreže,4,174,0
5723,33,muški,viša/prvostupnik,društvene mreže,7,106,0
5724,47,ženski,osnovna,radio,1,103,0
5725,45,ženski,viša/prvostupnik,portal,6,137,42
5726,37,ženski,srednja,radio,5,117,0
5727,32,ženski,magistar/doktor,društvene mreže,5,160,25
5728,61,ženski,magistar/doktor,TV,5,296,0
5729,49,ženski,srednja,portal,4,158,0
5730,26,muški,viša/prvostupnik,društvene mreže,1,164,0
5731,67,ženski,srednja,portal,5,102,0
5732,43,muški,viša/prvostupnik,TV,5,140,0
5733,43,muški,viša/prvostupnik,portal,4,137,60
