post_id,platform,content_type,followers,likes,shares,comments,hashtags,post_hour,day_of_week,is_viral
454,YouTube,story,2749,58,0,1,6,10,cetvrtak,False
455,YouTube,video,3091,421,74,8,0,10,petak,False
456,Facebook,slika,1139,10,1,0,5,16,utorak,False
457,TikTok,video,4980,208,33,14,8,8,subota,False
458,Instagram,reel,222,19,1,0,21,19,cetvrtak,False
459,Instagram,carousel,20380,1305,136,98,5,3,nedjelja,False
460,TikTok,reel,13786,271,63,18,14,16,ponedjeljak,False
461,Facebook,tekst,82474,1402,83,55,10,10,ponedjeljak,False
462,Instagram,tekst,8492,261,14,2,12,18,petak,False
463,Twitter/X,tekst,2580,196,54,16,5,17,utorak,False
464,Twitter/X,tekst,10529,401,14,18,0,13,srijeda,False
465,TikTok,slika,442,11,1,0,15,9,srijeda,False
466,TikTok,reel,24216,808,127,30,0,13,srijeda,False
467,YouTube,video,39401,3655,172,198,2,15,utorak,False
468,TikTok,reel,39040,1210,134,49,7,21,subota,False
469,YouTube,reel,95043,0,0,0,1,9,cetvrtak,False
470,Twitter/X,slika,1122,64,8,0,1,18,petak,False
471,Instagram,slika,443,17,1,0,4,9,ponedjeljak,False
472,Instagram,tekst,1960,64,21,5,16,5,ponedjeljak,False
473,Facebook,carousel,1457,33,1,1,0,12,utorak,False
474,Twitter/X,tekst,3671,63,7,2,4,15,utorak,False
475,YouTube,video,1510,160,8,5,2,12,utorak,False
476,TikTok,reel,148,1,0,0,19,20,ponedjeljak,False
477,Facebook,carousel,6880,181,33,6,0,18,subota,False
478,Twitter/X,tekst,315,17,1,1,1,16,utorak,False
479,Instagram,slika,5314,179,35,21,16,6,srijeda,False
480,TikTok,slika,429,13,0,0,17,2,petak,False
481,TikTok,video,2444,61,1,3,7,19,srijeda,False
482,Facebook,tekst,4137,74,4,1,3,20,cetvrtak,False
483,Instagram,story,38108,1129,30,44,12,22,srijeda,False
484,TikTok,story,2392,154,4,18,20,12,cetvrtak,False
485,LinkedIn,story,447,30,1,0,4,14,ponedjeljak,False
486,Facebook,tekst,494,4,1,0,0,21,petak,False
487,Instagram,tekst,175891,5855,659,70,20,19,petak,False
488,Facebook,tekst,17938,86,11,4,1,14,utorak,False
489,Instagram,carousel,25773,1001,98,48,10,15,nedjelja,False
490,TikTok,video,1449,165,48,5,6,9,utorak,False
491,TikTok,reel,1211,29,3,2,9,12,srijeda,False
492,Facebook,tekst,64401,652,139,43,2,11,utorak,False
493,Twitter/X,video,391,40,8,4,1,16,ponedjeljak,False
494,Facebook,carousel,870,0,0,0,5,9,srijeda,False
495,Facebook,slika,8916,287,14,21,4,18,utorak,False
496,Instagram,carousel,137827,22431,2184,422,11,8,srijeda,False
497,TikTok,story,841,88,2,1,13,13,subota,False
498,TikTok,reel,374,0,0,0,10,17,subota,False
499,Facebook,tekst,13813,472,84,31,4,17,utorak,False
500,Facebook,video,4502,0,0,0,0,14,petak,False
501,Twitter/X,slika,742,21,2,0,4,17,cetvrtak,False
502,TikTok,video,10998,993,109,74,9,16,cetvrtak,False
503,TikTok,reel,13866,734,219,47,16,5,nedjelja,False
504,LinkedIn,reel,19180,740,62,25,3,16,subota,False
505,YouTube,video,107770,1157,114,16,2,15,ponedjeljak,False
506,LinkedIn,tekst,19216,319,66,9,1,5,subota,False
507,Facebook,slika,14501,411,81,15,8,16,petak,False
508,YouTube,story,2048,144,5,2,7,7,utorak,False
509,Instagram,carousel,1665,57,10,6,7,12,srijeda,False
510,TikTok,video,9981,703,89,43,19,13,petak,False
511,TikTok,video,106757,11790,3023,678,24,11,utorak,False
512,Instagram,carousel,1643,251,30,7,13,7,subota,False
513,Instagram,carousel,10286,468,77,5,23,22,srijeda,False
514,TikTok,video,211944,7599,1685,156,11,16,petak,False
515,TikTok,reel,2031,118,19,8,13,20,utorak,False
516,TikTok,carousel,72910,955,216,9,9,8,ponedjeljak,False
517,TikTok,reel,22710,1255,31,36,26,20,ponedjeljak,False
518,TikTok,reel,1510,105,22,7,12,5,subota,False
519,LinkedIn,carousel,2733,49,10,1,3,1,petak,False
520,TikTok,reel,5470,300,16,2,22,11,petak,False
521,Instagram,reel,3111,511,148,37,4,8,srijeda,False
522,YouTube,video,1519,0,0,0,2,22,ponedjeljak,False
523,Instagram,video,682,25,1,1,16,11,utorak,False
524,Instagram,story,184790,2875,302,130,7,19,srijeda,False
525,Facebook,reel,383801,50834,11237,3807,3,16,nedjelja,False
526,Facebook,slika,41758,0,0,0,3,10,petak,False
527,Instagram,slika,1690,86,18,1,7,16,utorak,False
528,Instagram,slika,421,16,1,0,17,16,cetvrtak,False
529,TikTok,story,44852,1758,30,50,12,22,srijeda,False
530,TikTok,carousel,24519,2182,362,130,4,21,ponedjeljak,False
531,TikTok,reel,2440,61,4,1,14,7,srijeda,False
532,Facebook,slika,54800,3222,819,25,0,22,petak,False
533,Instagram,carousel,9262,370,74,36,22,8,ponedjeljak,False
534,TikTok,carousel,2304,123,23,15,2,15,utorak,False
535,TikTok,reel,119066,11497,319,377,10,5,petak,False
536,Instagram,carousel,393,6,0,0,7,18,srijeda,False
537,Instagram,carousel,2844,160,12,7,5,17,nedjelja,False
538,TikTok,reel,354,59,4,0,3,20,utorak,False
539,TikTok,reel,3654,172,20,4,15,16,subota,False
540,TikTok,tekst,2424,58,8,4,7,19,srijeda,False
541,Facebook,video,3270,267,27,18,7,15,nedjelja,False
542,TikTok,reel,729,80,3,1,27,12,utorak,False
543,Facebook,reel,1181,220,15,9,2,11,ponedjeljak,True
544,Instagram,reel,16548,399,45,36,5,19,utorak,False
545,Instagram,story,1384,74,7,2,18,8,srijeda,False
546,TikTok,reel,2993,355,19,9,3,16,utorak,False
547,Facebook,slika,457,8,0,0,2,17,srijeda,False
548,Instagram,carousel,628,87,5,4,7,14,ponedjeljak,False
549,Instagram,slika,4048,75,3,2,8,8,cetvrtak,False
550,Instagram,carousel,12647,459,71,32,20,15,nedjelja,False
551,YouTube,video,567,31,6,0,3,19,subota,False
552,Twitter/X,tekst,6333,85,16,2,3,13,subota,False
553,Instagram,reel,13901,1508,269,80,13,13,srijeda,False
554,Instagram,tekst,36163,1478,160,108,11,15,petak,False
555,Instagram,reel,6598,429,44,46,10,8,cetvrtak,False
556,Facebook,reel,2426,86,21,8,0,20,utorak,False
557,Twitter/X,tekst,9262,206,16,25,0,18,cetvrtak,False
558,Facebook,tekst,2821,43,12,0,5,21,ponedjeljak,False
559,YouTube,story,2533,109,8,11,1,17,nedjelja,False
560,Facebook,carousel,2773,123,13,15,2,12,ponedjeljak,False
561,Facebook,slika,35477,716,84,64,1,8,cetvrtak,False
562,TikTok,reel,1178,46,2,0,4,16,srijeda,False
563,Twitter/X,tekst,120333,4176,534,179,8,19,ponedjeljak,False
564,Facebook,carousel,70461,9271,2203,353,0,5,subota,False
565,LinkedIn,carousel,2506,28,3,0,3,7,petak,False
566,TikTok,slika,100,10,0,0,10,17,petak,False
567,Twitter/X,slika,44429,678,92,21,0,19,cetvrtak,False
568,Twitter/X,slika,5485,381,35,38,0,20,cetvrtak,False
569,LinkedIn,slika,4510,176,20,2,3,14,srijeda,False
570,Instagram,carousel,2338,0,0,0,13,22,utorak,False
571,Facebook,tekst,1329,18,2,0,2,14,ponedjeljak,False
572,Instagram,video,2724,101,4,6,11,9,ponedjeljak,False
573,Instagram,carousel,2939,71,2,1,12,9,subota,False
574,TikTok,video,2146,216,47,25,12,9,srijeda,False
575,Facebook,tekst,52757,2401,244,13,5,9,utorak,False
576,Facebook,carousel,831,0,0,0,0,10,nedjelja,False
577,Instagram,story,3053,45,4,1,7,8,utorak,False
578,Instagram,slika,3364,127,6,0,25,9,subota,False
579,Twitter/X,tekst,21626,881,114,121,0,11,utorak,False
580,YouTube,tekst,18302,1044,32,135,10,12,subota,False
581,Facebook,slika,5795,355,58,12,4,6,petak,False
582,Instagram,reel,4198,289,11,21,0,19,cetvrtak,False
583,TikTok,video,3852,298,18,21,12,11,nedjelja,False
584,YouTube,slika,3122,156,46,3,6,10,nedjelja,False
585,YouTube,story,3882,261,23,18,15,18,utorak,False
586,TikTok,video,4070,151,2,5,14,16,cetvrtak,False
587,Facebook,tekst,20480,137,14,2,0,23,subota,False
588,Facebook,tekst,12186,229,18,2,2,23,petak,False
589,Facebook,carousel,76623,2466,497,164,4,12,petak,False
590,LinkedIn,tekst,9391,275,33,22,3,16,nedjelja,False
591,TikTok,video,9618,579,65,20,10,16,srijeda,False
592,Twitter/X,story,1030,34,4,0,13,1,petak,False
593,TikTok,reel,21357,279,20,24,10,18,petak,False
594,LinkedIn,tekst,3318,181,20,9,3,5,subota,False
595,TikTok,video,903229,155132,23637,4672,11,13,subota,False
596,Facebook,story,30408,301,40,5,3,9,ponedjeljak,False
597,YouTube,video,22960,0,0,0,6,14,nedjelja,False
598,Twitter/X,slika,17555,68,7,2,0,12,petak,False
599,Facebook,slika,100,1,0,0,0,20,petak,False
600,Facebook,slika,2627,96,3,5,4,6,ponedjeljak,False
601,TikTok,video,283551,34310,961,4597,12,15,ponedjeljak,False
602,Instagram,carousel,5361,104,8,3,14,15,nedjelja,False
603,Instagram,carousel,2865,49,1,3,11,15,nedjelja,False
604,Facebook,slika,13531,937,249,61,0,4,utorak,False
605,Instagram,carousel,3608,183,20,26,0,17,nedjelja,False
606,Instagram,carousel,2821,233,23,26,11,12,nedjelja,False
607,Twitter/X,slika,38731,2766,303,23,3,11,srijeda,False
608,Facebook,slika,18724,892,70,104,4,10,nedjelja,False
609,YouTube,video,5539,1036,38,67,0,15,cetvrtak,True
610,TikTok,video,337,10,0,0,10,16,srijeda,False
611,Instagram,slika,14517,58,10,2,7,23,petak,False
612,Instagram,slika,289,32,4,0,5,13,petak,False
613,TikTok,reel,1267,167,22,3,23,21,srijeda,False
614,TikTok,video,905,167,5,3,13,20,subota,True
615,Instagram,story,4436,16,1,1,11,8,cetvrtak,False
616,Twitter/X,tekst,28271,1396,274,134,0,14,ponedjeljak,False
617,YouTube,carousel,180,1,0,0,3,14,utorak,False
618,Facebook,carousel,22380,659,127,8,8,13,ponedjeljak,False
619,Instagram,slika,7776,998,118,80,11,23,utorak,False
620,TikTok,reel,100,11,1,0,17,18,utorak,False
621,Instagram,reel,10492,701,121,37,7,15,cetvrtak,False
622,Instagram,carousel,350,48,2,5,7,12,cetvrtak,False
623,Facebook,carousel,71953,132,35,3,2,19,nedjelja,False
624,Twitter/X,story,9616,154,40,2,6,17,srijeda,False
625,Twitter/X,tekst,3219,109,7,10,2,21,cetvrtak,False
626,TikTok,video,7650,543,140,14,10,18,petak,False
627,TikTok,video,6615,111,11,0,14,19,srijeda,False
628,Instagram,carousel,212526,10552,1973,403,15,18,utorak,False
629,Facebook,slika,1237,62,8,1,1,10,cetvrtak,False
630,Instagram,carousel,6639,232,14,8,12,10,petak,False
631,Facebook,reel,666,19,2,0,3,1,subota,False
632,Instagram,carousel,17307,938,134,68,15,12,nedjelja,False
633,YouTube,video,14978,3687,150,74,4,0,srijeda,True
634,Instagram,story,5122,330,25,17,10,19,ponedjeljak,False
635,Twitter/X,tekst,3250,73,21,4,1,7,ponedjeljak,False
636,Facebook,carousel,68398,1439,334,53,2,7,ponedjeljak,False
637,Facebook,carousel,2989,229,8,10,2,20,srijeda,False
638,Instagram,video,3759,488,21,28,5,14,subota,False
639,TikTok,carousel,15020,722,139,32,16,0,ponedjeljak,False
640,YouTube,slika,116861,3239,168,176,3,7,utorak,False
641,TikTok,carousel,100,2,0,0,13,22,petak,False
642,TikTok,reel,2628,319,44,40,11,8,ponedjeljak,False
643,TikTok,video,744,27,2,1,15,17,petak,False
644,TikTok,reel,4253,557,72,44,0,14,cetvrtak,False
645,YouTube,video,1704,41,5,3,5,8,utorak,False
646,TikTok,video,2566,213,39,10,18,23,subota,False
647,YouTube,story,536,21,2,0,0,20,utorak,False
648,Instagram,slika,16322,394,57,1,8,20,utorak,False
649,TikTok,video,4854,1069,335,69,14,23,petak,True
650,Facebook,tekst,1914,4,0,0,0,20,petak,False
651,TikTok,reel,6423,0,0,0,23,8,petak,False
652,Instagram,carousel,1093,28,4,1,26,22,srijeda,False
653,YouTube,video,18903,2247,699,119,10,6,utorak,False
654,Instagram,video,41930,830,25,37,15,0,ponedjeljak,False
655,Twitter/X,tekst,76158,0,0,0,7,14,ponedjeljak,False
656,Twitter/X,video,33434,237,4,26,12,18,nedjelja,False
657,Instagram,carousel,1089,119,15,6,12,15,nedjelja,False
658,TikTok,video,1811,151,1,6,8,19,cetvrtak,False
659,LinkedIn,tekst,1500,35,2,5,3,16,srijeda,False
660,Instagram,reel,21678,4251,406,386,12,21,nedjelja,True
661,LinkedIn,tekst,175,4,0,0,4,8,ponedjeljak,False
662,Twitter/X,slika,4665,130,9,11,8,16,subota,False
663,Facebook,tekst,3295,60,14,0,4,20,subota,False
664,Facebook,video,3594,124,22,12,0,20,nedjelja,False
665,Twitter/X,tekst,31691,1234,271,32,1,13,srijeda,False
666,Instagram,tekst,2254,30,2,1,1,17,cetvrtak,False
667,TikTok,carousel,6074,83,12,1,14,16,cetvrtak,False
668,LinkedIn,tekst,14546,93,18,1,3,13,utorak,False
669,TikTok,video,6783,1061,263,24,15,12,cetvrtak,False
670,Twitter/X,tekst,4885,228,9,3,0,8,cetvrtak,False
671,TikTok,story,1983,29,2,1,5,15,petak,False
672,Instagram,reel,2767,309,24,14,17,16,ponedjeljak,False
673,Instagram,reel,376,33,2,1,8,22,ponedjeljak,False
674,Facebook,tekst,615,1,0,0,1,13,utorak,False
675,Instagram,carousel,1570,167,23,5,11,18,petak,False
676,YouTube,video,14730,0,0,0,1,20,subota,False
677,TikTok,reel,1204,11,0,1,15,12,srijeda,False
678,TikTok,video,2456,176,33,6,11,18,srijeda,False
679,Twitter/X,tekst,8213,58,8,4,0,16,utorak,False
680,Instagram,reel,910,95,28,1,18,1,ponedjeljak,False
681,Instagram,reel,331,28,1,2,8,12,ponedjeljak,False
682,LinkedIn,story,762,37,3,1,4,10,subota,False
683,Instagram,carousel,7375,0,0,0,12,22,srijeda,False
684,Facebook,video,12424,203,40,14,1,11,nedjelja,False
685,Instagram,tekst,1890,15,0,0,24,12,petak,False
686,LinkedIn,reel,246,6,0,0,4,9,utorak,False
687,LinkedIn,tekst,391,15,1,0,5,15,srijeda,False
688,Instagram,reel,9767,471,129,33,18,21,utorak,False
689,Twitter/X,slika,16148,323,28,2,0,13,srijeda,False
690,Instagram,reel,3010,120,3,2,6,8,nedjelja,False
691,YouTube,reel,65867,1673,134,60,1,13,subota,False
692,YouTube,video,4989,952,93,83,0,10,cetvrtak,True
693,Instagram,video,1480,54,11,0,12,13,nedjelja,False
694,Facebook,video,10272,681,93,26,1,6,nedjelja,False
695,YouTube,video,2436,219,63,1,6,8,utorak,False
696,YouTube,slika,2309,155,10,1,6,20,srijeda,False
697,TikTok,tekst,54748,3638,324,126,13,15,ponedjeljak,False
698,Twitter/X,tekst,1086,77,11,10,1,2,ponedjeljak,False
699,YouTube,video,193587,20059,1769,670,5,17,petak,False
700,Instagram,video,2828,368,82,24,10,15,petak,False
701,YouTube,video,166,19,2,1,4,5,ponedjeljak,False
702,TikTok,reel,1848,15,2,0,4,21,subota,False
703,Twitter/X,story,152804,9853,2094,643,4,13,srijeda,False
704,YouTube,video,10720,298,16,4,2,10,cetvrtak,False
705,Facebook,slika,6617,103,12,2,1,19,petak,False
706,TikTok,video,16417,673,42,6,15,9,srijeda,False
707,LinkedIn,tekst,8734,574,53,18,5,13,ponedjeljak,False
708,Instagram,slika,976,141,24,9,5,0,cetvrtak,False
709,TikTok,tekst,19722,256,10,10,13,15,nedjelja,False
710,LinkedIn,story,37780,875,43,10,2,9,utorak,False
711,TikTok,video,25782,1118,59,112,21,2,cetvrtak,False
712,Twitter/X,tekst,60894,395,33,13,7,20,subota,False
713,TikTok,story,1016,48,8,1,13,20,utorak,False
714,Instagram,slika,7919,265,12,6,12,16,cetvrtak,False
715,Instagram,video,14581,914,186,55,27,18,cetvrtak,False
716,Instagram,slika,67184,1450,168,44,3,9,utorak,False
717,Facebook,reel,958,37,0,2,5,14,ponedjeljak,False
718,Instagram,slika,1645,213,4,3,11,12,srijeda,False
719,Twitter/X,tekst,2299,78,3,7,4,11,subota,False
720,Instagram,video,62538,10881,2415,415,13,9,utorak,False
721,Instagram,video,326062,40185,3231,585,18,4,nedjelja,False
722,LinkedIn,tekst,32858,1284,198,76,4,20,cetvrtak,False
723,TikTok,reel,371455,15556,850,500,6,7,petak,False
724,Facebook,slika,2317,153,35,4,3,9,petak,False
725,TikTok,reel,30381,462,51,5,6,9,petak,False
726,Instagram,carousel,7896,162,20,2,13,21,subota,False
727,Facebook,slika,4695,145,6,14,1,12,petak,False
728,Facebook,tekst,80750,0,0,0,3,20,utorak,False
729,TikTok,slika,783,49,12,3,14,13,srijeda,False
730,Twitter/X,tekst,2068,0,0,0,2,8,cetvrtak,False
731,Twitter/X,story,1636,87,3,3,0,22,petak,False
732,LinkedIn,tekst,1539,121,19,1,4,9,ponedjeljak,False
733,Instagram,carousel,10410,43,0,3,23,20,cetvrtak,False
734,Instagram,reel,9923,625,124,15,12,11,utorak,False
735,Instagram,reel,17195,696,65,11,15,21,utorak,False
736,TikTok,reel,3080,263,61,9,11,7,nedjelja,False
737,Instagram,reel,6280,364,8,15,15,5,utorak,False
738,TikTok,reel,2062,54,2,0,11,13,subota,False
739,Facebook,tekst,18966,784,97,15,4,9,utorak,False
740,TikTok,tekst,508,8,1,0,0,0,cetvrtak,False
741,Facebook,tekst,13176,837,73,31,1,11,utorak,False
742,Instagram,reel,498,47,1,0,7,16,ponedjeljak,False
743,TikTok,reel,6198,301,56,9,2,5,petak,False
744,YouTube,slika,1070,2,0,0,2,18,srijeda,False
745,Instagram,story,13039,465,30,45,13,17,petak,False
746,TikTok,reel,55012,2457,126,79,16,9,srijeda,False
747,TikTok,video,1173,203,5,5,25,21,nedjelja,False
748,Facebook,story,123,5,0,0,0,19,utorak,False
749,Instagram,slika,682,85,1,2,13,4,cetvrtak,False
750,TikTok,story,970,75,6,1,23,11,utorak,False
751,LinkedIn,tekst,332,13,1,1,3,17,nedjelja,False
752,YouTube,story,100,5,1,0,3,8,ponedjeljak,False
753,Instagram,video,1401,86,10,5,18,18,utorak,False
754,YouTube,video,99573,14373,1945,275,5,12,petak,False
755,LinkedIn,video,2127,119,4,8,4,13,nedjelja,False
756,YouTube,reel,12273,258,34,8,5,13,utorak,False
757,Facebook,story,1756,0,0,0,0,10,cetvrtak,False
758,Instagram,slika,562,24,0,2,14,18,ponedjeljak,False
759,Instagram,reel,35917,1608,206,79,17,9,nedjelja,False
760,Instagram,reel,2452,0,0,0,8,13,nedjelja,False
761,YouTube,reel,258,1,0,0,0,11,petak,False
762,Twitter/X,tekst,7277,353,73,1,1,19,srijeda,False
763,Instagram,slika,5299,557,18,39,6,6,nedjelja,False
764,Instagram,story,8949,424,23,13,1,18,cetvrtak,False
765,TikTok,video,341,3,0,0,0,5,nedjelja,False
766,Instagram,reel,1231,38,7,3,10,9,petak,False
767,Instagram,story,97557,3754,432,110,7,13,nedjelja,False
768,TikTok,video,120768,5145,909,173,25,8,ponedjeljak,False
769,Instagram,story,137,7,1,0,6,20,subota,False
770,TikTok,reel,1859,199,18,17,9,19,srijeda,False
771,YouTube,video,230,7,0,0,0,20,srijeda,False
772,Facebook,slika,1414,110,23,1,9,12,utorak,False
773,Instagram,carousel,1560,76,1,2,11,21,ponedjeljak,False
774,Instagram,reel,29666,2862,170,222,8,16,cetvrtak,False
775,LinkedIn,slika,1685,196,19,2,3,9,subota,False
776,Instagram,reel,1072,221,53,7,15,11,cetvrtak,True
777,Facebook,story,1947,67,9,3,0,12,srijeda,False
778,TikTok,video,18296,1788,151,69,16,15,ponedjeljak,False
779,TikTok,story,50589,3894,354,205,15,16,ponedjeljak,False
780,YouTube,video,173,28,2,1,2,1,utorak,False
781,Instagram,carousel,87461,5846,392,72,16,22,cetvrtak,False
782,TikTok,video,1006,66,17,8,15,1,srijeda,False
783,YouTube,video,9771,79,6,10,2,4,srijeda,False
784,Facebook,tekst,20552,1295,68,36,5,7,utorak,False
785,Instagram,story,791,93,3,1,9,10,petak,False
786,Instagram,carousel,3199,255,10,17,9,15,subota,False
787,Facebook,video,9296,370,6,42,3,18,cetvrtak,False
788,Instagram,slika,4179,197,15,4,14,15,cetvrtak,False
789,Twitter/X,tekst,3392,35,4,0,3,19,ponedjeljak,False
790,TikTok,story,4371,0,0,0,7,1,utorak,False
791,TikTok,video,9410,255,30,4,11,21,cetvrtak,False
792,Twitter/X,reel,26628,832,33,89,1,11,nedjelja,False
793,Twitter/X,slika,14225,362,29,7,2,15,utorak,False
794,LinkedIn,tekst,13212,791,226,41,3,15,nedjelja,False
795,Facebook,tekst,302,11,0,0,3,19,srijeda,False
796,TikTok,reel,427,11,0,1,10,20,petak,False
797,LinkedIn,tekst,16193,572,17,12,5,16,petak,False
798,Instagram,video,31463,2939,323,42,14,19,cetvrtak,False
799,TikTok,video,4483,143,36,11,23,14,nedjelja,False
800,TikTok,reel,317,1,0,0,23,18,nedjelja,False
801,Instagram,carousel,719,44,2,0,6,5,cetvrtak,False
802,Twitter/X,video,770,75,6,3,3,13,ponedjeljak,False
803,Instagram,carousel,233,5,0,0,11,17,utorak,False
804,TikTok,tekst,36544,836,33,13,10,11,srijeda,False
805,Twitter/X,reel,1684,92,10,4,1,22,nedjelja,False
806,TikTok,video,1926,254,42,8,9,18,nedjelja,False
807,Twitter/X,tekst,28938,1657,181,96,0,9,cetvrtak,False
808,Facebook,slika,80933,1199,63,79,2,9,ponedjeljak,False
809,Facebook,story,15676,627,51,14,6,19,petak,False
810,TikTok,video,66415,10872,980,724,20,12,cetvrtak,False
811,Instagram,slika,25725,3445,326,22,20,7,nedjelja,False
812,LinkedIn,story,39232,2076,127,84,2,13,subota,False
813,TikTok,reel,745,36,10,2,16,20,cetvrtak,False
814,TikTok,video,3872,60,3,0,8,16,ponedjeljak,False
815,TikTok,video,606,46,8,4,14,18,petak,False
816,TikTok,video,35679,2814,175,66,7,20,subota,False
817,Instagram,reel,10507,565,49,36,25,12,srijeda,False
818,Instagram,reel,1406,79,8,6,7,21,srijeda,False
819,Instagram,carousel,123676,6506,567,248,20,14,nedjelja,False
820,Facebook,tekst,63172,1304,164,38,4,14,srijeda,False
821,TikTok,video,29444,2731,238,111,18,6,petak,False
822,Facebook,video,6684,113,17,1,4,11,nedjelja,False
823,Facebook,tekst,36268,847,193,37,4,12,petak,False
824,Instagram,slika,1700,8,0,0,10,10,ponedjeljak,False
825,LinkedIn,tekst,1155,40,8,2,4,9,nedjelja,False
826,TikTok,reel,912,35,3,3,8,21,nedjelja,False
827,Facebook,tekst,4034,140,10,3,0,19,ponedjeljak,False
828,Facebook,slika,421,28,1,2,8,14,subota,False
829,Instagram,carousel,11371,0,0,0,5,10,ponedjeljak,False
830,TikTok,reel,1735,36,0,1,9,20,petak,False
831,YouTube,tekst,19991,1131,68,72,5,10,srijeda,False
832,Instagram,slika,3320,148,5,5,11,12,cetvrtak,False
833,TikTok,video,44979,7977,1863,264,16,16,subota,True
834,Twitter/X,slika,6488,339,81,19,7,11,ponedjeljak,False
835,Twitter/X,reel,2303,91,4,9,4,16,ponedjeljak,False
836,TikTok,reel,506,49,8,3,8,9,ponedjeljak,False
837,Instagram,video,27346,2396,228,104,2,22,ponedjeljak,False
838,TikTok,reel,155323,6406,365,140,4,3,utorak,False
839,YouTube,story,3115,19,1,1,2,17,utorak,False
840,Facebook,slika,2640,142,8,10,4,16,utorak,False
841,Instagram,video,3078,147,9,2,12,20,utorak,False
842,TikTok,reel,891109,0,0,0,11,18,cetvrtak,False
843,Twitter/X,tekst,2469,61,3,2,4,22,subota,False
844,Instagram,story,9476,175,8,7,17,5,petak,False
845,Instagram,slika,121878,9071,1966,305,4,11,petak,False
846,TikTok,video,1760,381,32,20,17,11,utorak,True
847,Instagram,slika,3584,111,14,8,11,20,subota,False
848,Facebook,slika,214661,1052,165,28,3,22,nedjelja,False
849,Instagram,video,79756,3984,198,29,5,22,cetvrtak,False
850,Facebook,video,2588,113,23,12,3,10,nedjelja,False
851,Instagram,slika,1669,109,21,6,16,8,ponedjeljak,False
852,Facebook,story,588650,10617,2055,261,2,20,utorak,False
853,Instagram,slika,924,24,2,2,13,7,utorak,False
854,TikTok,video,12846,117,3,10,10,14,ponedjeljak,False
855,YouTube,video,691,29,7,0,3,19,cetvrtak,False
856,Instagram,reel,119,15,0,0,4,13,subota,False
857,YouTube,video,2049,130,10,14,6,14,cetvrtak,False
858,Twitter/X,tekst,23327,173,57,4,0,12,ponedjeljak,False
859,Instagram,carousel,2874,34,1,2,15,12,petak,False
860,Instagram,slika,508,0,0,0,23,6,petak,False
861,YouTube,video,7276,1083,117,44,3,8,petak,False
862,Instagram,story,754,5,0,0,15,11,subota,False
863,LinkedIn,tekst,3818,17,0,1,3,11,utorak,False
864,Facebook,video,2196,0,0,0,4,14,petak,False
865,TikTok,reel,31182,1661,113,47,5,18,petak,False
866,TikTok,reel,3575,220,22,20,23,8,nedjelja,False
867,Instagram,slika,101,1,0,0,15,15,petak,False
868,TikTok,reel,13687,1342,154,28,7,9,ponedjeljak,False
869,Facebook,slika,322056,26202,3208,1765,5,16,cetvrtak,False
870,YouTube,reel,7486,319,8,7,3,0,petak,False
871,Instagram,reel,23968,868,67,41,19,21,cetvrtak,False
872,TikTok,video,24512,1691,196,109,13,14,petak,False
873,Twitter/X,video,5319,580,25,12,6,15,cetvrtak,False
874,Facebook,video,8843,280,14,7,4,17,petak,False
875,TikTok,reel,6086,11,0,0,9,6,petak,False
876,TikTok,reel,251,14,1,0,27,12,petak,False
877,TikTok,reel,14531,1415,129,21,1,8,cetvrtak,False
878,Facebook,tekst,21372,166,58,3,3,16,srijeda,False
879,Instagram,story,14807,772,54,15,17,13,cetvrtak,False
880,Facebook,story,121709,20373,1210,1091,6,17,utorak,False
881,Twitter/X,slika,656,26,3,2,4,10,cetvrtak,False
882,TikTok,video,7237,508,132,26,18,20,nedjelja,False
883,Twitter/X,tekst,13498,92,19,1,0,12,petak,False
884,TikTok,carousel,20268,502,133,58,15,16,petak,False
885,Facebook,slika,1467,31,0,1,0,11,srijeda,False
886,TikTok,reel,5545,359,35,40,12,13,utorak,False
887,YouTube,video,100,12,2,0,1,14,utorak,False
888,Instagram,slika,11462,238,34,5,22,18,cetvrtak,False
889,YouTube,video,1912,83,2,0,2,11,utorak,False
890,Facebook,slika,28997,2651,561,257,7,18,srijeda,False
891,TikTok,video,5936,1066,176,37,16,15,utorak,True
892,TikTok,video,6198,171,7,6,8,20,srijeda,False
893,Twitter/X,slika,1746,104,2,3,4,8,srijeda,False
894,YouTube,video,4316,197,20,1,0,16,srijeda,False
895,Instagram,slika,8755,133,16,1,5,22,srijeda,False
896,Facebook,video,4034,171,13,3,3,22,nedjelja,False
897,Twitter/X,story,855,48,2,1,6,17,ponedjeljak,False
898,Instagram,slika,33815,264,46,4,6,20,nedjelja,False
899,TikTok,story,1600,0,0,0,10,8,nedjelja,False
900,Instagram,tekst,33170,92,28,0,17,12,nedjelja,False
901,Twitter/X,tekst,9248,305,15,18,5,9,utorak,False
902,Twitter/X,tekst,6373,52,3,5,1,15,subota,False
903,Instagram,slika,2992,122,3,3,6,18,srijeda,False
904,TikTok,video,3934,667,165,77,11,17,cetvrtak,False
905,Twitter/X,carousel,23880,518,20,2,3,14,srijeda,False
906,YouTube,video,4492,499,56,14,5,9,cetvrtak,False
907,Facebook,tekst,31248,2906,31,315,2,16,ponedjeljak,False
908,Twitter/X,tekst,2734,96,8,6,0,17,cetvrtak,False
909,Twitter/X,carousel,3879,330,25,5,0,8,utorak,False
