campaign_id,subject_line_type,send_time,open_rate,click_rate,unsubscribe
1090,urgent,night,0.1508,0.0618,0.0034
1091,promotional,morning,0.2076,0.0329,0.0038
1092,informational,evening,0.127,0.0547,0
1093,promotional,morning,0.2107,0.0567,0.0091
1094,promotional,evening,0.1524,0.0404,0.0041
1095,personalized,morning,0.1595,0.0579,0.0074
1096,urgent,night,0.1069,0.0276,0.0043
1097,personalized,afternoon,0.1942,0.0462,0.0076
1098,personalized,night,0.1542,0.0628,0.009
1099,urgent,afternoon,0.1673,0.0166,0.0037
1100,informational,evening,0.1414,0.078,0.0057
1101,urgent,night,0.2532,0.0548,0.0088
1102,promotional,evening,0.1202,0.0826,0.006
1103,personalized,morning,0.2747,0.0799,0.0038
1104,informational,evening,0.1337,0.0111,0.0104
1105,informational,evening,0.1712,0.0411,0
1106,urgent,morning,0.2214,0.085,0.0146
1107,informational,morning,0.1913,0.0631,0.0035
1108,urgent,afternoon,0.2041,0.0866,0
1109,personalized,afternoon,0.1584,0.0526,0.0079
1110,informational,afternoon,0.1428,0.003,0.007
1111,personalized,evening,0.1855,0.062,0.0108
1112,personalized,morning,0.2179,0.0781,0.0073
1113,promotional,morning,0.1278,0.0452,0.0081
1114,personalized,morning,0.2599,0.0581,0.0072
1115,informational,night,0.1241,0.0137,0
1116,promotional,morning,0.1557,0.0611,0.0013
1117,urgent,afternoon,0.2062,0.0697,0
1118,informational,evening,0.1111,0.0311,0.0015
1119,urgent,afternoon,0.185,0.0154,0.0056
1120,informational,morning,0.2574,0.0844,0.0035
1121,personalized,night,0.2224,0.0693,0.005
1122,promotional,night,0.01,0.0089,0.0011
1123,urgent,night,0.085,0.001,0.0005
1124,urgent,night,0.1753,0.0544,0.008
1125,informational,morning,0.1628,0.0498,0.0038
1126,informational,afternoon,0.1447,0.0464,0.0077
1127,informational,morning,0.2403,0.0706,0.0047
1128,personalized,night,0.1797,0.082,0.0032
1129,urgent,afternoon,0.1733,0.0278,0.0052
1130,informational,evening,0.0968,0.001,0.0017
1131,promotional,evening,0.134,0.068,0
1132,promotional,afternoon,0.1273,0.0695,0.0098
1133,personalized,morning,0.3152,0.0853,0.0057
1134,urgent,evening,0.2482,0.0579,0.0049
1135,informational,evening,0.1611,0.0361,0.0047
1136,promotional,morning,0.1053,0.027,0.0082
1137,urgent,morning,0.1798,0.0336,0.0038
1138,urgent,night,0.1776,0.0431,0.0063
1139,informational,morning,0.2152,0.0557,0.0041
1140,promotional,night,0.1413,0.0177,0.0051
1141,urgent,afternoon,0.2207,0.0458,0.0018
1142,informational,afternoon,0.1728,0.0407,0.0086
1143,urgent,morning,0.2135,0.0402,0.005
1144,informational,afternoon,0.1484,0.0236,0.0084
1145,promotional,evening,0.1292,0.0189,0.0046
1146,urgent,morning,0.1535,0.0562,0.0053
1147,personalized,afternoon,0.2281,0.0504,0.0034
1148,urgent,night,0.18,0.043,0.0039
1149,personalized,evening,0.2018,0.0744,0.0093
1150,personalized,night,0.1643,0.0561,0.0031
1151,informational,morning,0.1489,0.0548,0.009
1152,personalized,afternoon,0.2562,0.0591,0.0044
1153,urgent,afternoon,0.2193,0.0563,0.0069
1154,urgent,afternoon,0.2369,0.0807,0.0034
1155,personalized,morning,0.2675,0.1411,0.0012
1156,urgent,evening,0.1512,0.0126,0.0105
1157,urgent,evening,0.2706,0.0679,0.0045
1158,personalized,night,0.1838,0.0575,0.0026
1159,personalized,afternoon,0.2627,0.0796,0.0006
1160,promotional,morning,0.0933,0.0512,0.0029
1161,informational,morning,0.1947,0.0943,0.0039
1162,promotional,morning,0.1967,0.0663,0.0033
1163,personalized,morning,0.217,0.0847,0.0038
1164,promotional,afternoon,0.1895,0.0543,0.0022
1165,informational,night,0.0319,0.0154,0.0028
1166,urgent,night,0.1473,0.0478,0.0043
1167,personalized,afternoon,0.1966,0.0318,0.0107
1168,promotional,morning,0.2426,0.0748,0.0032
1169,urgent,morning,0.1778,0.0304,0.0012
1170,informational,night,0.1018,0.0495,0.0051
1171,informational,evening,0.0416,0.0367,0.0085
1172,urgent,night,0.1277,0.0548,0.006
1173,urgent,night,0.1137,0.0302,0.0061
1174,personalized,evening,0.1663,0.092,0.0043
1175,personalized,evening,0.1814,0.0336,0.0011
1176,personalized,afternoon,0.2958,0.0717,0.005
1177,promotional,morning,0.1852,0.036,0.0042
1178,promotional,morning,0.1885,0.0912,0.0064
1179,personalized,afternoon,0.1321,0.0184,0.007
1180,promotional,evening,0.1437,0.0482,0.0042
1181,promotional,evening,0.1205,0.0406,0.0062
1182,informational,morning,0.2329,0.0664,0.0074
1183,urgent,night,0.0134,0.001,0.0015
1184,informational,night,0.131,0.0123,0.0063
1185,urgent,evening,0.1353,0.0317,0.0079
1186,informational,evening,0.1294,0.0273,0.0121
1187,promotional,afternoon,0.1605,0.0366,0
1188,informational,afternoon,0.1252,0.0429,0.0037
1189,informational,morning,0.1161,0.0148,0.0096
1190,promotional,afternoon,0.1797,0.0339,0.0068
1191,informational,night,0.0928,0.0482,0.0053
1192,promotional,night,0.0769,0.0287,0.0067
1193,personalized,night,0.1491,0.0482,0.0088
1194,personalized,night,0.1763,0.0605,0.0063
1195,promotional,evening,0.1411,0.0491,0.0074
1196,urgent,night,0.0633,0.0395,0.0028
1197,promotional,night,0.2228,0.08,0.0035
1198,urgent,afternoon,0.0555,0.0448,0.0068
1199,informational,night,0.1462,0.0125,0.0089
1200,informational,morning,0.1322,0.034,0.0066
1201,informational,night,0.2192,0.032,0.0044
1202,promotional,evening,0.0384,0.0137,0.0088
1203,informational,afternoon,0.1284,0.0555,0.0102
1204,informational,evening,0.1078,0.0162,0.0041
1205,urgent,morning,0.1262,0.0398,0.0045
1206,informational,afternoon,0.0469,0.02,0.0027
1207,promotional,evening,0.1248,0.0527,0.0069
1208,promotional,afternoon,0.0699,0.0423,0.0025
1209,urgent,morning,0.21,0.0744,0.0059
1210,informational,night,0.1347,0.0431,0
1211,promotional,afternoon,0.044,0.0158,0.0032
1212,informational,afternoon,0.2083,0.0841,0.0094
1213,promotional,afternoon,0.1635,0.0297,0.0065
1214,informational,afternoon,0.0535,0.0219,0.0052
1215,urgent,night,0.094,0.0254,0.0025
1216,informational,evening,0.108,0.0231,0.0026
1217,informational,night,0.2071,0.0457,0.0097
1218,promotional,afternoon,0.1087,0.0875,0.0059
1219,informational,night,0.0714,0.001,0.0074
1220,promotional,night,0.0759,0.0575,0.0073
1221,informational,afternoon,0.1951,0.0398,0.0062
1222,informational,afternoon,0.1404,0.048,0.0002
1223,personalized,morning,0.2698,0.0882,0.004
1224,informational,morning,0.2641,0.0692,0.0037
1225,promotional,night,0.1482,0.0441,0.0036
1226,promotional,afternoon,0.0957,0.006,0.0075
1227,informational,morning,0.1717,0.0612,0.0032
1228,urgent,night,0.0814,0.001,0.0059
1229,promotional,morning,0.0999,0.0095,0.0062
1230,urgent,morning,0.211,0.072,0.0064
1231,promotional,morning,0.0894,0.0374,0.0014
1232,urgent,afternoon,0.0831,0.0339,0.009
1233,informational,morning,0.1562,0.0594,0.0035
1234,promotional,afternoon,0.1734,0.0127,0.0067
1235,personalized,morning,0.2937,0.1164,0.0056
1236,promotional,night,0.1469,0.0363,0.0038
1237,personalized,morning,0.2026,0.0526,0.0077
1238,urgent,afternoon,0.2304,0.1061,0.0056
1239,informational,evening,0.1739,0.0515,0.0011
1240,promotional,afternoon,0.2104,0.0576,0.0012
1241,personalized,afternoon,0.2321,0.0436,0.0073
1242,informational,night,0.05,0.0268,0.0066
1243,urgent,evening,0.0937,0.0205,0.0011
1244,informational,afternoon,0.2051,0.0703,0.0031
1245,promotional,afternoon,0.2999,0.0997,0.0078
1246,personalized,afternoon,0.1977,0.034,0.0055
1247,personalized,morning,0.2769,0.1071,0.0005
1248,promotional,night,0.1555,0.0227,0.0068
1249,urgent,afternoon,0.2479,0.1033,0
1250,promotional,evening,0.1041,0.0103,0.0117
1251,informational,morning,0.1789,0.0847,0.0045
1252,promotional,morning,0.202,0.028,0.0006
1253,urgent,night,0.0744,0.0088,0.002
1254,personalized,morning,0.2577,0.0589,0.0079
1255,personalized,evening,0.166,0.0874,0.0072
1256,promotional,afternoon,0.1373,0.0491,0.003
1257,urgent,morning,0.2469,0.0904,0.0056
1258,promotional,morning,0.0763,0.0325,0.0102
1259,urgent,afternoon,0.2207,0.0781,0.0051
1260,informational,night,0.1059,0.0068,0.0046
1261,promotional,evening,0.1007,0.0339,0.0097
1262,personalized,morning,0.2572,0.0643,0.0055
1263,promotional,night,0.0915,0.0318,0.0029
1264,promotional,morning,0.1735,0.0584,0.0027
1265,personalized,night,0.1591,0.0819,0.0071
1266,promotional,morning,0.2345,0.0587,0.0042
1267,personalized,night,0.1397,0.0514,0.005
1268,promotional,morning,0.1773,0.0122,0.0156
1269,informational,night,0.178,0.0837,0.0113
1270,urgent,night,0.1106,0.0227,0.0057
1271,personalized,morning,0.1489,0.0389,0.0039
1272,promotional,morning,0.1111,0.0535,0.0046
1273,urgent,morning,0.1814,0.071,0.0007
1274,promotional,morning,0.1204,0.0143,0.0061
1275,urgent,morning,0.2098,0.0601,0.005
1276,informational,morning,0.126,0.0488,0.0015
1277,personalized,morning,0.2125,0.091,0.0043
1278,informational,morning,0.1229,0.0359,0.0091
1279,promotional,evening,0.0867,0.0045,0
1280,urgent,afternoon,0.1821,0.0467,0.0034
1281,urgent,morning,0.2171,0.0471,0.0027
1282,urgent,night,0.1385,0.0524,0.0045
1283,urgent,evening,0.2081,0.0557,0.003
1284,informational,evening,0.1112,0.0207,0.0058
1285,personalized,morning,0.2963,0.0883,0.0097
1286,personalized,afternoon,0.2273,0.0971,0.0011
1287,informational,morning,0.1686,0.0569,0
1288,informational,morning,0.1914,0.0631,0.0055
1289,informational,morning,0.115,0.013,0.0047
1290,promotional,afternoon,0.2472,0.053,0.0084
1291,urgent,afternoon,0.1967,0.054,0.0044
1292,personalized,morning,0.2456,0.0893,0
1293,urgent,evening,0.1439,0.0535,0.0052
1294,personalized,afternoon,0.1653,0.0302,0.0036
1295,personalized,night,0.2437,0.0629,0.0056
1296,promotional,night,0.1318,0.0172,0.0055
1297,promotional,afternoon,0.1768,0.0367,0.0085
1298,promotional,morning,0.1993,0.0817,0.0036
1299,urgent,evening,0.1704,0.025,0
1300,informational,night,0.1775,0.0503,0.002
1301,urgent,morning,0.1908,0.0838,0.0052
1302,promotional,night,0.1523,0.0617,0.0071
1303,urgent,afternoon,0.1981,0.0741,0.0086
1304,informational,evening,0.0801,0.0209,0.0022
1305,urgent,night,0.1827,0.0808,0.0101
1306,personalized,night,0.1114,0.0222,0.0065
1307,personalized,night,0.2412,0.0759,0.0046
1308,promotional,afternoon,0.1669,0.0415,0.0045
1309,informational,afternoon,0.1965,0.0567,0.0054
1310,urgent,evening,0.0598,0.008,0.0046
1311,informational,evening,0.0673,0.0149,0.0009
1312,urgent,afternoon,0.1792,0.0737,0.0047
1313,informational,night,0.1124,0.0292,0.0106
1314,promotional,evening,0.1406,0.1074,0.0099
1315,promotional,afternoon,0.0974,0.0554,0.0005
1316,informational,night,0.0737,0.0329,0.0063
1317,urgent,morning,0.1213,0.0836,0.0072
1318,promotional,night,0.1379,0.0227,0.0099
1319,promotional,afternoon,0.0701,0.0595,0.005
1320,personalized,morning,0.1835,0.0393,0.0029
1321,promotional,afternoon,0.1369,0.026,0.0057
1322,promotional,night,0.0771,0.0239,0.0015
1323,promotional,afternoon,0.1293,0.0132,0.0016
1324,promotional,morning,0.1371,0.056,0.0025
1325,informational,morning,0.1577,0.0687,0
1326,promotional,afternoon,0.2001,0.075,0.0015
1327,urgent,night,0.2124,0.0555,0.0022
1328,informational,night,0.086,0.0175,0.0014
1329,personalized,night,0.1173,0.0227,0.0068
1330,personalized,evening,0.1539,0.0483,0.0041
1331,promotional,afternoon,0.137,0.0114,0.0093
1332,urgent,evening,0.1804,0.0552,0.0119
1333,promotional,evening,0.1704,0.066,0.0007
1334,informational,night,0.1653,0.0542,0.0075
1335,urgent,afternoon,0.2332,0.0854,0.0031
1336,urgent,night,0.2127,0.0683,0.005
1337,personalized,afternoon,0.1799,0.1048,0.005
1338,urgent,night,0.1685,0.044,0.0028
1339,urgent,night,0.137,0.0412,0.0056
1340,promotional,evening,0.0897,0.0111,0.0105
1341,urgent,night,0.0965,0.0646,0.0003
1342,personalized,evening,0.1492,0.0575,0.0046
1343,promotional,night,0.1946,0.0873,0.0013
1344,urgent,afternoon,0.2455,0.0814,0.0035
1345,urgent,evening,0.1479,0.038,0.0028
1346,personalized,afternoon,0.2473,0.0766,0.0048
1347,urgent,afternoon,0.1955,0.0507,0.0061
1348,urgent,night,0.1788,0.0759,0.0042
1349,urgent,evening,0.0839,0.0449,0.0027
1350,promotional,morning,0.1325,0.0537,0.0092
1351,promotional,morning,0.0718,0.06,0
1352,urgent,morning,0.1954,0.1019,0.0052
1353,promotional,morning,0.1055,0.0355,0.0012
1354,informational,afternoon,0.1979,0.0681,0.0037
1355,personalized,night,0.2837,0.0671,0.0072
1356,informational,night,0.1107,0.0435,0
1357,urgent,morning,0.2126,0.0715,0.006
1358,personalized,afternoon,0.249,0.0709,0
1359,personalized,afternoon,0.1501,0.0582,0.0042
1360,promotional,night,0.028,0.001,0.0023
1361,informational,evening,0.2484,0.0695,0.0057
1362,informational,evening,0.1508,0.059,0.003
1363,personalized,morning,0.3599,0.1174,0.0049
1364,personalized,night,0.2597,0.072,0.0064
1365,informational,morning,0.257,0.1081,0.0077
1366,urgent,evening,0.2181,0.0688,0.0009
1367,urgent,morning,0.0955,0.0418,0.0034
1368,personalized,afternoon,0.2403,0.0671,0.0051
1369,urgent,afternoon,0.2252,0.0289,0.0047
1370,promotional,morning,0.1713,0.0359,0.0032
1371,informational,morning,0.1625,0.0804,0.006
1372,informational,evening,0.1739,0.0476,0.0015
1373,informational,evening,0.1018,0.0204,0.0086
1374,promotional,morning,0.0807,0.0492,0.0003
1375,promotional,morning,0.1541,0.0266,0.0026
1376,promotional,night,0.1341,0.0333,0.0065
1377,personalized,evening,0.2951,0.0636,0.0048
1378,informational,evening,0.1802,0.0455,0.0018
1379,informational,night,0.1096,0.0085,0.0095
1380,personalized,afternoon,0.2274,0.0619,0.0038
1381,urgent,evening,0.2103,0.0399,0.0063
1382,urgent,afternoon,0.1189,0.0611,0.0016
1383,promotional,evening,0.1709,0.0505,0.0036
1384,urgent,morning,0.1853,0.0523,0.0082
1385,informational,evening,0.1178,0.0391,0.0091
1386,urgent,evening,0.1961,0.0637,0.0064
1387,informational,afternoon,0.1251,0.031,0.0054
1388,promotional,afternoon,0.2145,0.1218,0.0037
1389,urgent,morning,0.1263,0.061,0.0086
1390,informational,morning,0.1426,0.0367,0.0013
1391,informational,afternoon,0.1592,0.0526,0.0064
1392,informational,morning,0.1865,0.0865,0.0055
1393,urgent,night,0.1304,0.0431,0.008
1394,urgent,night,0.1211,0.0545,0.0076
1395,personalized,afternoon,0.1578,0.073,0.0034
1396,informational,evening,0.2358,0.0968,0.0031
1397,promotional,morning,0.1741,0.0366,0.0061
1398,informational,afternoon,0.0666,0.0119,0.0078
1399,personalized,morning,0.2745,0.0852,0.0051
1400,urgent,afternoon,0.1709,0.0881,0.0051
1401,personalized,evening,0.2507,0.0674,0.0039
1402,promotional,morning,0.1725,0.0024,0.0082
1403,urgent,night,0.1507,0.053,0.0075
1404,personalized,evening,0.1589,0.0688,0.0015
1405,informational,evening,0.1819,0.0548,0.0036
1406,personalized,night,0.2321,0.0963,0.0061
1407,personalized,afternoon,0.163,0.0596,0.0045
1408,urgent,afternoon,0.2065,0.045,0.0071
1409,promotional,afternoon,0.0881,0.0201,0.0008
1410,promotional,night,0.1186,0.0058,0.0042
1411,urgent,morning,0.1664,0.0644,0.0034
1412,urgent,morning,0.1809,0.0156,0.0023
1413,promotional,afternoon,0.2339,0.1044,0.0092
1414,personalized,night,0.2634,0.0955,0.0016
1415,informational,night,0.2649,0.0846,0.0047
1416,personalized,afternoon,0.2182,0.0981,0.0031
1417,personalized,evening,0.0539,0.0127,0.0076
1418,personalized,morning,0.2809,0.0791,0.0036
1419,personalized,night,0.1169,0.0141,0.0087
1420,informational,evening,0.1701,0.0775,0.0076
1421,urgent,afternoon,0.1513,0.0503,0.0095
1422,personalized,morning,0.3347,0.0657,0.0067
1423,personalized,evening,0.1843,0.0659,0.0062
1424,personalized,evening,0.1457,0.0059,0.0055
1425,personalized,night,0.1918,0.0473,0.0059
1426,personalized,night,0.1641,0.0645,0.0009
1427,promotional,morning,0.2115,0.0713,0.0107
1428,urgent,evening,0.1047,0.0525,0.004
1429,informational,afternoon,0.1322,0.079,0.0085
1430,personalized,evening,0.184,0.0638,0.005
1431,informational,afternoon,0.1202,0.0066,0.0051
1432,urgent,morning,0.225,0.0317,0.0095
1433,personalized,morning,0.2247,0.0682,0.0027
1434,promotional,morning,0.2167,0.0794,0.0069
1435,promotional,afternoon,0.2079,0.0277,0.0093
1436,promotional,evening,0.1858,0.059,0.0061
1437,promotional,evening,0.1405,0.0786,0.0053
1438,informational,afternoon,0.1341,0.0617,0.0059
1439,urgent,evening,0.151,0.0436,0
1440,promotional,evening,0.1385,0.0251,0.004
1441,personalized,afternoon,0.2303,0.0589,0.0019
1442,informational,night,0.1044,0.0163,0.0083
1443,personalized,night,0.1922,0.0371,0.0042
1444,informational,night,0.01,0.0081,0.0075
1445,promotional,afternoon,0.2155,0.046,0.0071
1446,promotional,afternoon,0.1666,0.0347,0.0081
1447,urgent,afternoon,0.1725,0.0448,0.0066
1448,personalized,night,0.1653,0.0483,0.0101
1449,informational,evening,0.1473,0.0359,0.002
1450,personalized,night,0.1775,0.0738,0.0058
1451,informational,afternoon,0.3176,0.0909,0.0104
1452,informational,evening,0.0544,0.0335,0.0045
1453,informational,night,0.2061,0.0448,0.001
1454,urgent,afternoon,0.1088,0.0153,0.0043
1455,promotional,night,0.1738,0.0103,0.0042
1456,urgent,evening,0.105,0.0201,0.0073
1457,urgent,afternoon,0.1887,0.0688,0.0068
1458,personalized,evening,0.1271,0.0564,0.0072
1459,personalized,morning,0.2079,0.039,0.0061
1460,promotional,morning,0.1503,0.0219,0.0058
1461,urgent,morning,0.1367,0.0229,0.0084
1462,urgent,night,0.2235,0.0964,0.0066
1463,informational,morning,0.1071,0.0476,0.0073
1464,personalized,morning,0.2209,0.037,0
1465,promotional,afternoon,0.1944,0.0975,0.0064
1466,personalized,morning,0.1373,0.0808,0.0054
1467,promotional,morning,0.1458,0.0602,0.0095
1468,personalized,evening,0.0994,0.001,0.0073
1469,personalized,morning,0.2282,0.0707,0.0057
1470,urgent,afternoon,0.1602,0.0606,0.0022
1471,promotional,evening,0.1102,0.0073,0.0045
1472,informational,morning,0.1739,0.1065,0.0075
1473,personalized,afternoon,0.3045,0.0849,0.0096
1474,promotional,morning,0.1709,0.0495,0.0065
1475,promotional,afternoon,0.0965,0.0393,0.0034
1476,promotional,morning,0.0848,0.001,0.0039
1477,promotional,afternoon,0.1952,0.0575,0.0003
1478,personalized,evening,0.1171,0.0361,0.0028
1479,personalized,evening,0.2157,0.0798,0.0059
1480,urgent,morning,0.2055,0.0492,0.0026
1481,urgent,morning,0.2422,0.0815,0.0028
1482,informational,night,0.142,0.0118,0.005
1483,informational,afternoon,0.1159,0.0126,0.004
1484,personalized,afternoon,0.284,0.105,0.0054
1485,urgent,night,0.1583,0.0088,0.0048
1486,informational,evening,0.133,0.0436,0.004
1487,informational,night,0.1173,0.0449,0.0031
1488,urgent,evening,0.1789,0.0565,0.006
1489,informational,afternoon,0.1569,0.0609,0.0043
1490,promotional,morning,0.1845,0.0295,0.0031
1491,urgent,morning,0.1947,0.0601,0.0053
1492,urgent,evening,0.0909,0.0278,0.0067
1493,promotional,morning,0.1246,0.0518,0.0061
1494,promotional,evening,0.061,0.0327,0.0034
1495,urgent,evening,0.1574,0.001,0
1496,urgent,evening,0.1037,0.0559,0.0003
1497,promotional,afternoon,0.0941,0.0134,0.0034
1498,promotional,afternoon,0.164,0.0634,0.0044
1499,informational,morning,0.1857,0.0484,0.0025
1500,promotional,evening,0.1717,0.0298,0.0058
1501,promotional,afternoon,0.2042,0.0614,0.0073
1502,informational,afternoon,0.1748,0.0467,0.0013
1503,informational,afternoon,0.0358,0.0317,0.0093
1504,informational,morning,0.2169,0.0387,0.0103
1505,promotional,night,0.1145,0.0043,0.0021
1506,promotional,night,0.1062,0.0365,0.0078
1507,promotional,evening,0.0768,0.0137,0.0068
1508,promotional,night,0.1224,0.0311,0.0047
1509,promotional,evening,0.177,0.0417,0.0055
1510,informational,morning,0.0879,0.0078,0.0041
1511,informational,night,0.2002,0.0387,0.0037
1512,personalized,morning,0.3679,0.0743,0
1513,informational,afternoon,0.1402,0.0196,0.0069
1514,informational,evening,0.1277,0.011,0.004
1515,informational,afternoon,0.1348,0.0305,0.005
1516,urgent,evening,0.1933,0.0397,0.001
1517,promotional,morning,0.0559,0.0402,0.0024
1518,informational,morning,0.2174,0.0501,0.0007
1519,promotional,afternoon,0.1833,0.0581,0.0117
1520,informational,afternoon,0.1868,0.0624,0.0037
1521,urgent,night,0.0799,0.0597,0.0045
1522,personalized,afternoon,0.198,0.0929,0.0063
1523,informational,morning,0.0743,0.0429,0.0025
1524,promotional,morning,0.1927,0.038,0.0094
1525,informational,night,0.0823,0.0297,0.0061
1526,informational,afternoon,0.1372,0.0446,0.0005
1527,informational,morning,0.0755,0.0436,0.0031
1528,urgent,evening,0.0773,0.0035,0.0078
1529,informational,afternoon,0.2142,0.0882,0.0045
1530,personalized,morning,0.3377,0.0868,0.003
1531,informational,morning,0.1757,0.0399,0.0075
1532,promotional,evening,0.1666,0.0155,0.0085
1533,urgent,night,0.0719,0.0298,0.0073
1534,urgent,afternoon,0.1489,0.0654,0.0068
1535,urgent,evening,0.1256,0.0507,0.0038
1536,personalized,evening,0.2696,0.0689,0.0023
1537,urgent,night,0.2284,0.0647,0.0035
1538,informational,night,0.1077,0.0229,0.0071
1539,urgent,afternoon,0.1548,0.0495,0.0058
1540,promotional,morning,0.1885,0.0534,0.0066
1541,informational,night,0.0706,0.001,0.0045
1542,personalized,evening,0.0684,0.0162,0.0038
1543,promotional,night,0.1912,0.0489,0.0045
1544,urgent,afternoon,0.159,0.0272,0.0013
1545,promotional,night,0.1246,0.0507,0.0038
1546,informational,evening,0.1589,0.0988,0.0024
1547,informational,evening,0.1037,0.0146,0.0052
1548,informational,morning,0.2024,0.0661,0.0029
1549,promotional,evening,0.163,0.0289,0.0026
1550,personalized,evening,0.214,0.0869,0.0011
1551,urgent,evening,0.0638,0.0193,0.0011
1552,personalized,evening,0.2328,0.0877,0.0041
1553,informational,night,0.0886,0.043,0.0069
1554,urgent,morning,0.159,0.0082,0.0077
1555,informational,morning,0.1831,0.0696,0.0096
1556,promotional,evening,0.1382,0.0834,0.0018
1557,personalized,morning,0.2547,0.0646,0.0037
1558,personalized,night,0.2034,0.0302,0.0085
1559,informational,morning,0.1874,0.0444,0
1560,informational,afternoon,0.1908,0.0358,0.0085
1561,promotional,evening,0.1382,0.0508,0.0054
1562,personalized,afternoon,0.2049,0.0621,0.0114
1563,urgent,morning,0.1843,0.0719,0.0033
1564,promotional,night,0.2017,0.0476,0.0041
1565,urgent,afternoon,0.2665,0.1065,0.0056
1566,promotional,night,0.1205,0.0707,0.003
1567,informational,afternoon,0.1685,0.0472,0.0046
1568,personalized,evening,0.133,0.0504,0.0074
1569,personalized,afternoon,0.1208,0.054,0.0057
1570,urgent,morning,0.1609,0.0583,0.0063
1571,informational,morning,0.1465,0.0247,0.0023
1572,informational,afternoon,0.2191,0.0842,0.0031
1573,informational,night,0.0917,0.0379,0.0063
1574,promotional,evening,0.1795,0.0783,0.0027
1575,promotional,evening,0.1641,0.0156,0.006
1576,personalized,evening,0.1796,0.0365,0.0015
1577,promotional,morning,0.1933,0.0598,0.0062
1578,informational,morning,0.1404,0.0357,0.0075
1579,informational,morning,0.1043,0.0436,0.0056
1580,promotional,afternoon,0.2146,0.0664,0.0013
1581,promotional,night,0.2367,0.0692,0.0056
1582,personalized,evening,0.2185,0.0594,0.0015
1583,urgent,afternoon,0.1897,0.0543,0.0026
1584,urgent,afternoon,0.1283,0.0207,0.009
1585,personalized,afternoon,0.2439,0.0671,0.0077
1586,urgent,afternoon,0.2424,0.0687,0.0031
1587,informational,morning,0.1423,0.0808,0.003
1588,informational,evening,0.04,0.0142,0.0071
1589,urgent,morning,0.0644,0.0169,0.0037
1590,promotional,night,0.1317,0.0519,0.0055
1591,urgent,morning,0.2062,0.0257,0.006
1592,promotional,morning,0.1357,0.051,0.0051
1593,urgent,morning,0.1392,0.0724,0.0067
1594,informational,morning,0.1082,0.0552,0.0042
1595,urgent,evening,0.1152,0.0313,0.0034
1596,urgent,evening,0.1722,0.061,0.0065
1597,informational,afternoon,0.1687,0.0598,0.0049
1598,promotional,evening,0.1185,0.0353,0.0067
1599,informational,afternoon,0.2047,0.1069,0.0026
1600,personalized,afternoon,0.2473,0.0698,0.0057
1601,urgent,afternoon,0.2154,0.04,0.004
1602,informational,morning,0.0666,0.026,0.0038
1603,promotional,evening,0.0568,0.0385,0.0041
1604,promotional,night,0.22,0.059,0.0031
1605,personalized,morning,0.2167,0.0505,0.0094
1606,informational,night,0.1337,0.0535,0.0089
1607,personalized,night,0.1992,0.097,0.0022
1608,promotional,evening,0.1354,0.0363,0
1609,promotional,evening,0.1005,0.0537,0.0071
1610,promotional,evening,0.0156,0.0518,0.0093
1611,personalized,morning,0.3174,0.1112,0.0038
1612,personalized,morning,0.2024,0.0337,0.0031
1613,urgent,afternoon,0.134,0.0284,0
1614,promotional,night,0.1294,0.0509,0
1615,promotional,evening,0.1944,0.1061,0.0044
1616,urgent,morning,0.1814,0.0738,0.0083
1617,informational,evening,0.1576,0.0532,0.0052
1618,urgent,night,0.2323,0.0414,0.0041
1619,urgent,morning,0.1424,0.0329,0.0054
1620,urgent,night,0.1823,0.0589,0.0103
1621,informational,afternoon,0.1041,0.0388,0.0053
1622,personalized,night,0.1317,0.0271,0.0025
1623,informational,afternoon,0.2208,0.0552,0.0088
1624,personalized,afternoon,0.1745,0.0589,0.0059
1625,urgent,evening,0.1485,0.0492,0.0002
1626,personalized,afternoon,0.2137,0.0653,0.0067
1627,informational,morning,0.1251,0.0279,0.0077
1628,urgent,evening,0.1598,0.0737,0.0048
1629,urgent,evening,0.0748,0.0264,0.0081
1630,urgent,night,0.1534,0.0373,0.0085
1631,urgent,night,0.1001,0.0452,0
1632,promotional,night,0.0649,0.0274,0.0023
1633,personalized,night,0.1822,0.0498,0.0055
1634,urgent,afternoon,0.1699,0.0323,0.0087
1635,urgent,afternoon,0.2597,0.0856,0.0088
1636,informational,night,0.1174,0.0262,0.0055
1637,personalized,afternoon,0.1757,0.0445,0.0046
1638,personalized,night,0.2014,0.058,0.0031
1639,personalized,morning,0.2576,0.0873,0.0033
1640,personalized,afternoon,0.2376,0.1103,0.0045
1641,personalized,evening,0.1516,0.0335,0.0041
1642,informational,evening,0.1992,0.0927,0.0041
1643,personalized,afternoon,0.2064,0.0764,0.0107
1644,promotional,night,0.1747,0.0278,0.0033
1645,informational,afternoon,0.2105,0.0215,0.0048
1646,personalized,afternoon,0.2856,0.0715,0.0039
1647,urgent,evening,0.2369,0.0747,0.0074
1648,informational,afternoon,0.0837,0.0294,0.009
1649,urgent,afternoon,0.1351,0.0265,0.0132
1650,personalized,morning,0.1829,0.0549,0.0064
1651,promotional,night,0.1803,0.0763,0.0076
1652,promotional,night,0.1653,0.0297,0.0107
1653,personalized,afternoon,0.2018,0.0911,0.0027
1654,informational,afternoon,0.1736,0.0549,0.0051
1655,personalized,evening,0.0983,0.0137,0.0042
1656,informational,morning,0.1773,0.0581,0.0035
